1,20000,66.217
2,20000,65.38
3,20000,64.574
4,20000,65.883
5,20000,63.82
6,20000,61.032
7,20000,65.752
8,20000,59.888
9,20000,64.38
10,20000,63.759
11,20000,66.221
12,20000,63.702
13,20000,61.933
14,20000,64.963
15,20000,60.423
16,20000,65.932
17,20000,64.957
18,20000,61.847
19,20000,63.364
20,20000,53.062
21,20000,63.12
22,20000,63.513
23,20000,63.089
24,20000,60.863
0,63.236,0
1,50000,61.995
2,50000,61.766
3,50000,61.816
4,50000,61.869
5,50000,60.689
6,50000,59.906
7,50000,62.12
8,50000,57.382
9,50000,60.298
10,50000,60.146
11,50000,62.709
12,50000,60.866
13,50000,57.492
14,50000,60.923
15,50000,59.593
16,50000,62.301
17,50000,61.253
18,50000,58.592
19,50000,60.114
20,50000,53.136
21,50000,59.803
22,50000,60.178
23,50000,60.716
24,50000,59.371
0,60.21,0
1,80000,59.176
2,80000,59.751
3,80000,60.137
4,80000,59.712
5,80000,58.639
6,80000,58.379
7,80000,60.191
8,80000,55.63
9,80000,58.204
10,80000,58.206
11,80000,60.778
12,80000,59.217
13,80000,54.444
14,80000,58.508
15,80000,58.385
16,80000,60.321
17,80000,59.249
18,80000,56.546
19,80000,58.331
20,80000,53.154
21,80000,57.969
22,80000,58.233
23,80000,59.117
24,80000,58.284
0,58.357,0
