0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,50000,62.325
2,50000,61.984
3,50000,62.341
4,50000,62.341
5,50000,60.993
6,50000,60.303
7,50000,62.814
8,50000,58.164
9,50000,61.19
10,50000,60.963
11,50000,63.355
12,50000,61.636
13,50000,58.458
14,50000,61.469
15,50000,59.828
16,50000,62.847
17,50000,61.947
18,50000,59.388
19,50000,60.702
20,50000,53.14
21,50000,60.581
22,50000,60.765
23,50000,61.055
24,50000,59.678
0,60.761,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
